overall_1%,overall_5%,overall_25%,overall_50%,overall_75%,overall_95%,overall_99%,simple_1%,simple_5%,simple_25%,simple_50%,simple_75%,simple_95%,simple_99%,complex_1%,complex_5%,complex_25%,complex_50%,complex_75%,complex_95%,complex_99%,substrNum,complexRate
0.06590062092257687,0.1968633654761905,0.6931993211864407,1.1745416454965358,1.8526506241329481,6.168287224999997,21.893303348823654,0.10181517573571429,0.2298137269778484,0.6626595147637603,1.1188238836734694,2.0104236532608697,8.796277087500002,36.01905688999978,0.04990881867741936,0.17277794215217393,0.739925325,1.1987466000000002,1.743523775,4.652044309999997,11.304280261666662,1,0.0
0.06829540575,0.20738412479166668,0.6436473749999999,1.0683734793214863,1.5097464958333333,6.442944432045453,22.804153460000016,0.06870111445906434,0.20818067178032054,0.5988003033333333,1.02401525,1.7650970846142786,8.901075558333353,42.17530124999975,0.0681714672338983,0.20305796666666667,0.70818641875,1.0786818,1.35671535,4.828021349999991,11.978599999999977,1,0.2
0.06009059745846155,0.1783397848128673,0.6185704326923077,1.068504,1.6326863999999999,6.327197008183622,27.351019180000023,0.0510950158,0.14988932239534405,0.5528231413461537,1.0408983711322457,1.8865375848121086,10.13266365,45.90729355999969,0.07110078948245303,0.21380178200000008,0.7123604678030302,1.07502605,1.4805518500000001,3.9553026349999945,11.799025839999985,1,0.5
0.05723192370462592,0.16075109274647886,0.5778783875,1.1105497142857144,1.494737375,6.52908705819467,26.06909989000011,0.04104020086587591,0.1229174394698934,0.503808195424141,1.0212889285714284,1.9535344250000002,10.677273266891902,47.75088495499955,0.08127658537362636,0.19779857777777782,0.6482782874999999,1.1189124000000001,1.27704425,3.898450543333328,11.234608209999973,1,0.8
0.0005294491717306121,0.017178716551546368,0.33908872087765957,1.0092575750000001,1.4838306500000003,6.932699489999997,27.37846973000002,0.00020714433597492446,0.0024827407854861963,0.11388584189497716,0.5098920711538462,1.4935123514705881,11.085804650000007,42.78581462499997,0.08477444893526012,0.20338407909720718,0.69754055,1.08259265,1.482844875,4.668222344999994,13.224348904999987,1,1.0
0.06668825720253165,0.20882167166666665,0.7222743265873016,1.17511805,1.8074013205882353,6.996096338888887,20.883727370000017,0.07283294694236966,0.21297989710526316,0.6529542666666668,1.10048238550135,1.7385750327380953,7.464725497500009,30.174672079999834,0.058369756042672666,0.20462320119047622,0.8553592384453782,1.1970563,1.8671235000000002,6.4829916199999875,15.90832201,2,0.0
0.0698859184683058,0.19897921706349206,0.6487124174704471,1.1859312499999999,1.71401245,5.835884555033554,22.765417984444454,0.08863493583333333,0.20479466466666665,0.5772849107142857,1.0039671779814932,1.8451801469465647,7.889584925000003,36.80478819999921,0.06166352966239316,0.19168026022556395,0.748359705,1.2489082,1.6434154749999998,4.176874999999999,13.485073399999985,2,0.2
0.08026153131756578,0.18660992283228323,0.6235115870288248,1.1285028499999998,1.6882649434782608,5.878644709999994,22.57005111666667,0.08212780310126583,0.17799781110642987,0.5532434586956523,1.0064372547711882,1.9124881903374233,8.902083233333341,36.84528926999992,0.07910097400925926,0.19901238928571433,0.72941698125,1.1485300500000002,1.5310834750000002,3.7916317074999983,9.661767804999988,2,0.5
0.05979280888337469,0.161392063,0.5670209875,1.0545931,1.4962687000000001,7.288248624999998,33.32473216000004,0.04805012893178455,0.13863522959680283,0.5137884867021276,1.04035265,2.1038673873922416,13.236082231818195,53.25228622999991,0.07216637576887791,0.18468841511904763,0.616639325,1.05827545,1.2558745999999998,3.789351221666666,12.444988992499978,2,0.8
0.0012811669682863327,0.024595150590846795,0.35302149140625,1.02737075,1.4503381250000003,6.740388891666665,29.04984021000004,0.00038345656514138303,0.005503774406540541,0.13473452708333333,0.569100575,1.5512439718750002,11.1638116,42.67184149999995,0.07708201400054171,0.19029477510204082,0.6706107793118468,1.09237565,1.418868325,4.199505672727267,14.471183861666653,2,1.0
0.06379124729843305,0.18120790392307695,0.6272428125,1.02706345,1.7626101717687073,6.813980075,23.078322300000035,0.07553036849285713,0.1814224020769231,0.5696165203097605,1.012619165619663,1.8607222643716579,8.334118004807696,30.951299999999925,0.04844871505357143,0.18103271105769234,0.6933067607142857,1.0359470000000002,1.68247605,5.539797389999994,14.467553838333322,3,0.0
0.07301748205352111,0.19397479353287841,0.6290031428571429,1.12399425,1.6291778985322896,6.183825803571426,19.183397710000076,0.08092499290875116,0.17903944146819836,0.5427880218368081,0.9957022426003153,1.7337648042328042,8.527143025000003,27.558449614999834,0.06612814251036866,0.2118080441666667,0.7541231625,1.1575467499999998,1.56121235,4.870059127272719,14.120467779999993,3,0.2
0.07093895666666668,0.1747503371031746,0.6125101275,1.1699167,1.724840075,6.456240974999998,24.268106359090943,0.0724555149364706,0.15904310190458582,0.5380886160714285,1.0249611044167495,2.1663029125,10.359250616666667,41.77984769999991,0.07064049657509158,0.1940375957619048,0.7087709291666666,1.2026672,1.5387945,4.156784999999996,11.283138943333304,3,0.5
0.0508083577923077,0.13752136825396824,0.5381778421052632,1.1139139,1.598524777316294,6.580173114285712,31.237821098926194,0.03710499676054556,0.10268294897207411,0.42350979999999994,0.9440305674464908,1.8926003235294118,12.073023283333345,55.32539949999959,0.06934089476903225,0.19497662333333332,0.6396000019859813,1.1446341000000002,1.4638740000000001,3.572824899999998,10.373058829999998,3,0.8
0.00035797070525076934,0.008170073416322709,0.29269383779761904,0.96393874,1.349584675,5.953747992857142,22.710206360000036,0.00020977557641265094,0.0014193135398424405,0.07568374441095813,0.413677244047619,1.2152914252427185,8.499647600000007,32.329342499999925,0.08792717162087912,0.19970312125,0.6861359375,1.05248805,1.4109876749999999,4.5000481333333315,12.094646459999987,3,1.0
